id,mark_x,mark_y
20525891,100%股权,《湖南快乐阳光互动娱乐传媒有限公司审计报告及财务报表》（信会师报字[2017]第ZA23626号）、《上海芒果互娱科技有限公司审计报告及财务报表》（信会师报字[2017]第ZA23630号）、《上海天娱传媒有限公司审计报告及财务报表》（信会师报字[2017]第ZA23629号）、《芒果影视文化有限公司审计报告及财务报表》（信会师报字[2017]第ZA23627号）、《湖南芒果娱乐有限公司审计报告及财务报表》（信会师报字[2017]第ZA23628号）和《湖南快乐阳光互动娱乐传媒有限公司审计报告及财务报表》（信会师报字[2018]第ZA10904号）、《上海芒果互娱科技有限公司审计报告及财务报表》（信会师报字[2018]第ZA10902号）《上海天娱传媒有限公司审计报告及财务报表》（信会师报字[2018]第ZA10905号）、《芒果影视文化有限公司审计报告及财务报表》（信会师报字[2018]第ZA10903号）、《湖南芒果娱乐有限公司审计报告及财务报表》（信会师报字[2018]第ZA10901号）的统称
20525891,100%股权,快乐阳光、芒果互娱、天娱传媒、芒果影视、芒果娱乐的统称
20525891,100%股权,《湖南快乐阳光互动娱乐传媒有限公司审计报告及财务报表》（信会师报字[2017]第ZA23626号）、《上海芒果互娱科技有限公司审计报告及财务报表》（信会师报字[2017]第ZA23630号）、《上海天娱传媒有限公司审计报告及财务报表》（信会师报字[2017]第ZA23629号）、《芒果影视文化有限公司审计报告及财务报表》（信会师报字[2017]第ZA23627号）、《湖南芒果娱乐有限公司审计报告及财务报表》（信会师报字[2017]第ZA23628号）和《湖南快乐阳光互动娱乐传媒有限公司审计报告及财务报表》（信会师报字[2018]第ZA10904号）、《上海芒果互娱科技有限公司审计报告及财务报表》（信会师报字[2018]第ZA10902号）《上海天娱传媒有限公司审计报告及财务报表》（信会师报字[2018]第ZA10905号）、《芒果影视文化有限公司审计报告及财务报表》（信会师报字[2018]第ZA10903号）、《湖南芒果娱乐有限公司审计报告及财务报表》（信会师报字[2018]第ZA10901号）的统称
20525891,100%股权,快乐阳光、芒果互娱、天娱传媒、芒果影视、芒果娱乐的统称
20525891,100%股权,《湖南快乐阳光互动娱乐传媒有限公司审计报告及财务报表》（信会师报字[2017]第ZA23626号）、《上海芒果互娱科技有限公司审计报告及财务报表》（信会师报字[2017]第ZA23630号）、《上海天娱传媒有限公司审计报告及财务报表》（信会师报字[2017]第ZA23629号）、《芒果影视文化有限公司审计报告及财务报表》（信会师报字[2017]第ZA23627号）、《湖南芒果娱乐有限公司审计报告及财务报表》（信会师报字[2017]第ZA23628号）和《湖南快乐阳光互动娱乐传媒有限公司审计报告及财务报表》（信会师报字[2018]第ZA10904号）、《上海芒果互娱科技有限公司审计报告及财务报表》（信会师报字[2018]第ZA10902号）《上海天娱传媒有限公司审计报告及财务报表》（信会师报字[2018]第ZA10905号）、《芒果影视文化有限公司审计报告及财务报表》（信会师报字[2018]第ZA10903号）、《湖南芒果娱乐有限公司审计报告及财务报表》（信会师报字[2018]第ZA10901号）的统称
20525891,100%股权,快乐阳光、芒果互娱、天娱传媒、芒果影视、芒果娱乐的统称
20508994,100%股权,天津空间电源科技有限公司、天津力神特种电源科技股份公司
20508994,85%股权,天津空间电源科技有限公司、天津力神特种电源科技股份公司
20508994,全部资产及负债,天津空间电源科技有限公司、天津力神特种电源科技股份公司
20508885,100%股权,"China-AfricaGoldInvestmentHoldingCo.,Limited，中文名称：中非黄金投资控股有限公司，系一家按照BVI法律设立的公司"
20501426,75%股权,深圳爱尔创科技股份有限公司
20496202,100%股权,苏州普洛斯望亭物流园开发有限公司
20496151,93.52%股权,马鞍山市中心医院有限公司
20488543,74.5262%股份,根据上下文语境，指康泽药业和浙江爱德二者或其中一者
20488543,100%股权,根据上下文语境，指康泽药业和浙江爱德二者或其中一者
20487295,100%的股权,广西三维铁路轨道制造有限公司
20473644,64.96%股权,北京爱酷游科技股份有限公司，系新三板挂牌公司，股票代码为835089.OC
20470729,100%股权,"China-AfricaGoldInvestmentHoldingCo.,Limited，中文名称：中非黄金投资控股有限公司，系一家按照BVI法律设立的公司"
20448382,100%股权,湖南长韶娄高速公路有限公司
20443126,90%的股权,国电光伏有限公司
20416911,100%的股权,泰安鼎鑫冷却器有限公司
20404113,100%股权,中粮资本投资有限公司
20404113,全部资产及负债,中粮资本投资有限公司
20401055,100%股份,"MagneticMROAS，指注册在Väike-Sõjamäetn1a,Tallinn11415,Estonia注册号为10865988的企业"
20400603,65%的股权,青岛新力通工业有限责任公司（包括全资子公司烟台市中拓合金钢有限责任公司）
20385170,100%股权,内江市鹏翔投资有限公司
20380444,100%股权,武汉剑通信息技术有限公司
20374162,49%的股权,佳纳能源、青岛昊鑫的统称
20374162,45%的股权,佳纳能源、青岛昊鑫的统称
20370186,51%股权,上海新视界眼科医院投资有限公司
20365687,85.0006%股份,数智源及明日实业
20365687,100%股份,数智源及明日实业
20328568,全部资产和负债,北京新能源汽车股份有限公司
20328568,100%股权,北京新能源汽车股份有限公司
20328543,51%股权,郴州丰越环保科技有限公司
20307417,"9,133,667,644股普通股股份",JoyCityPropertyLimited，中文名称为“大悦城地产有限公司”
20302659,68.1546%股权,成都必控科技股份有限公司（现已更名为“成都必控科技有限责任公司”）
20295477,60%股权,霍尔果斯快马财税管理服务有限公司
20288069,95.0987%股权,上海科泰运输制冷设备有限公司
20286417,100%股权,恒力投资（大连）有限公司、恒力石化（大连）炼化有限公司
20286417,100%股权,恒力投资（大连）有限公司、恒力石化（大连）炼化有限公司
20280909,100%股权,北京当当科文电子商务有限公司、北京当当网信息技术有限公司
20264090,51%股权,北京中科金财电子产品有限公司
20260024,100%股权,常州海登赛思涂装设备有限公司
20259872,100%股权,北京麟游互动科技有限公司
20259256,61.67%的股权,福建福光股份有限公司
20254330,100%股权,盛元房产
20254168,100.00%股权,珠海市广浩捷精密机械有限公司
20253243,100%股权,深圳市粮食集团有限公司
20248253,100%股权,陕西华通机电制造有限公司
20248200,75%股权,深圳爱尔创科技股份有限公司
20247377,88.22975%股权,上海千年城市规划工程设计股份有限公司
20239097,"9,133,667,644股普通股股份",JoyCityPropertyLimited，中文名称为“大悦城地产有限公司”
20237487,100%的股权,南京江原安迪科正电子研究发展有限公司
20220314,100%的股权,北京理工华创电动车技术有限公司
20218887,100%股权,中盛光电能源股份有限公司
20218844,100%股权,上海共创信息技术股份有限公司
20200943,80%股权,上海晨之科信息技术有限公司
20198723,80%股权,PolymetrixHoldingAG
20187442,100%股权,深圳市粮食集团有限公司
20165680,74%的股份,上海思妍丽实业股份有限公司
20163016,27.20%的股权,北京中海沃邦能源投资有限公司
20161778,90%股权,北京联创种业股份有限公司
20151000,85%的股权,北京科信盛彩云计算有限公司（曾用名“北京科信盛彩置业有限公司”）
19975014,60%股权,中化国际物流有限公司
19728824,100%股权,注入苏盐集团食盐经营相关业务后的苏盐连锁及南通盐业
19728824,51%股权,注入苏盐集团食盐经营相关业务后的苏盐连锁及南通盐业
19660888,98.1317%股权,若本次交易于2017年12月31日前完成，则为2017年度、2018年度和2019年度；若本次交易在2018年完成，则为2018年度、2019年度和2020年度。
19660888,200万元国有独享资本公积,若本次交易于2017年12月31日前完成，则为2017年度、2018年度和2019年度；若本次交易在2018年完成，则为2018年度、2019年度和2020年度。
19424080,100%股权,匠芯知本（上海）科技有限公司
19408065,55.00%股权,广东海虹药通电子商务有限公司、海虹医药电子交易中心有限公司
19408065,100.00%的股权,广东海虹药通电子商务有限公司、海虹医药电子交易中心有限公司
19386201,90%股权,北京联创种业股份有限公司
19360602,90%股权,北京联创种业股份有限公司
19357034,100%的股权,中天金融持有的中天城投集团有限公司100%的股权
19356061,55.00%股权,珠海元盛电子科技股份有限公司、珠海亿盛科技开发有限公司
19356061,55.00%股权,珠海元盛电子科技股份有限公司
19356061,29.18%股权,珠海元盛电子科技股份有限公司、珠海亿盛科技开发有限公司
19356061,29.18%股权,珠海元盛电子科技股份有限公司
19355880,100%股权,贵州盘江民爆有限公司、贵州开源爆破工程有限公司、山东银光民爆器材有限公司
19355880,94.75%股权,贵州盘江民爆有限公司、贵州开源爆破工程有限公司、山东银光民爆器材有限公司
19355880,100%股权,贵州盘江民爆有限公司、贵州开源爆破工程有限公司、山东银光民爆器材有限公司
19342900,100%的股权,河南中光学集团有限公司
19342710,100%股权,浙江盾安新能源股份有限公司，截至本公告书签署日已变更名称为“浙江盾安新能源发展有限公司”
19341006,100%的股权,宁波双林汽车部件投资有限公司
19338924,75%股权,深圳爱尔创科技股份有限公司
19334177,95.3235%股权,宁波科诺铝业股份有限公司，股票代码：832210.OC
19331158,95%股权,东方电气集团财务有限公司、东方电气集团国际合作有限公司、四川东方电气自动控制工程有限公司、东方日立（成都）电控设备有限公司、东方电气（四川）物资有限公司、东方电气集团大件物流有限公司、东方电气成都清能科技有限公司、东方电气成都智能科技有限公司
19331158,100%股权,东方电气集团财务有限公司、东方电气集团国际合作有限公司、四川东方电气自动控制工程有限公司、东方日立（成都）电控设备有限公司、东方电气（四川）物资有限公司、东方电气集团大件物流有限公司、东方电气成都清能科技有限公司、东方电气成都智能科技有限公司
19331158,100%股权,东方电气集团财务有限公司、东方电气集团国际合作有限公司、四川东方电气自动控制工程有限公司、东方日立（成都）电控设备有限公司、东方电气（四川）物资有限公司、东方电气集团大件物流有限公司、东方电气成都清能科技有限公司、东方电气成都智能科技有限公司
19331158,41.24%股权,东方电气集团财务有限公司、东方电气集团国际合作有限公司、四川东方电气自动控制工程有限公司、东方日立（成都）电控设备有限公司、东方电气（四川）物资有限公司、东方电气集团大件物流有限公司、东方电气成都清能科技有限公司、东方电气成都智能科技有限公司
19331158,100%股权,东方电气集团财务有限公司、东方电气集团国际合作有限公司、四川东方电气自动控制工程有限公司、东方日立（成都）电控设备有限公司、东方电气（四川）物资有限公司、东方电气集团大件物流有限公司、东方电气成都清能科技有限公司、东方电气成都智能科技有限公司
19331158,100%股权,东方电气集团财务有限公司、东方电气集团国际合作有限公司、四川东方电气自动控制工程有限公司、东方日立（成都）电控设备有限公司、东方电气（四川）物资有限公司、东方电气集团大件物流有限公司、东方电气成都清能科技有限公司、东方电气成都智能科技有限公司
19331158,100%股权,东方电气集团财务有限公司、东方电气集团国际合作有限公司、四川东方电气自动控制工程有限公司、东方日立（成都）电控设备有限公司、东方电气（四川）物资有限公司、东方电气集团大件物流有限公司、东方电气成都清能科技有限公司、东方电气成都智能科技有限公司
19331158,100%股权,东方电气集团财务有限公司、东方电气集团国际合作有限公司、四川东方电气自动控制工程有限公司、东方日立（成都）电控设备有限公司、东方电气（四川）物资有限公司、东方电气集团大件物流有限公司、东方电气成都清能科技有限公司、东方电气成都智能科技有限公司
19331158,设备类资产及知识产权等无形资产,东方电气集团财务有限公司、东方电气集团国际合作有限公司、四川东方电气自动控制工程有限公司、东方日立（成都）电控设备有限公司、东方电气（四川）物资有限公司、东方电气集团大件物流有限公司、东方电气成都清能科技有限公司、东方电气成都智能科技有限公司
19329823,95.0987%股权,上海科泰运输制冷设备有限公司
19326031,100%的股权,泰安鼎鑫冷却器有限公司
19320059,100%股权,深圳市嘉力达节能科技股份有限公司
19315747,100.00%股权,子衿管理、迅游管理、摩尔管理、米莉管理
19315747,100.00%股权,深圳市萨拉摩尔电子商务有限公司
19315092,50.04%股权,宜昌东阳光长江药业股份有限公司
19311929,25.67%股权,包头铝业、中铝山东、中铝矿业、中州铝业
19311929,30.80%股权,包头铝业、中铝山东、中铝矿业、中州铝业
19311929,36.90%股权,包头铝业、中铝山东、中铝矿业、中州铝业
19311929,81.14%股权,包头铝业、中铝山东、中铝矿业、中州铝业
19309766,50.04%股权,宜昌东阳光长江药业股份有限公司
19300470,54%股权,湖南远泰生物技术有限公司
19299821,100%股权,成都赛英科技有限公司
19293823,100%股权,河南中光学集团有限公司
19293312,49%的股权,山西中煤华晋能源有限责任公司
19293088,51%股权,北京中科金财电子产品有限公司
19288922,60%股权,长影（海南）娱乐有限公司、长影（海南）置业有限公司
19288922,40%股权,长影（海南）娱乐有限公司、长影（海南）置业有限公司
19284433,100.00%股权,广东唯一网络科技有限公司，曾用名“东莞市唯一网络科技有限公司”
19275625,100%的股权,合肥科大立安安全技术股份有限公司
19275425,100%股权,北京神州视翰科技股份有限公司
19274538,100%股权,和谐芯光（义乌）光电科技有限公司
19245811,55.00%股权,珠海元盛电子科技股份有限公司、珠海亿盛科技开发有限公司
19245811,55.00%股权,珠海元盛电子科技股份有限公司
19245811,29.18%股权,珠海元盛电子科技股份有限公司、珠海亿盛科技开发有限公司
19245811,29.18%股权,珠海元盛电子科技股份有限公司
19239247,84.44%股权,北京我爱我家房地产经纪有限公司
19238782,85%的股权,北京科信盛彩云计算有限公司（曾用名“北京科信盛彩置业有限公司”）
19235487,25.67%股权,包头铝业、中铝山东、中铝矿业、中州铝业
19235487,30.80%股权,包头铝业、中铝山东、中铝矿业、中州铝业
19235487,36.90%股权,包头铝业、中铝山东、中铝矿业、中州铝业
19235487,81.14%股权,包头铝业、中铝山东、中铝矿业、中州铝业
19235154,100%股权,厦门天马、天马有机发光
19235154,60%股权,厦门天马、天马有机发光
19231392,100%股权,广东昇辉电子控股有限公司
19230814,70%股权,海宁皮革时尚小镇投资开发有限公司
19223567,100%股权,北京新能源汽车股份有限公司
19223567,全部资产和负债,北京新能源汽车股份有限公司
19221492,90%股权,国电光伏有限公司
19216406,100%股权,中核华东新能源有限公司、中核华北新能源有限公司、中核西南新能源有限公司、中核西北新能源有限公司、中核国缆新能源投资有限公司
19216406,100%股权,中核华北新能源有限公司、中核西南新能源有限公司、中核国缆新能源投资有限公司
19216406,100%股权,中核华东新能源有限公司、中核华北新能源有限公司、中核西南新能源有限公司、中核西北新能源有限公司、中核国缆新能源投资有限公司
19216406,100%股权,中核华北新能源有限公司、中核西南新能源有限公司、中核国缆新能源投资有限公司
19216406,100%股权,中核华东新能源有限公司、中核华北新能源有限公司、中核西南新能源有限公司、中核西北新能源有限公司、中核国缆新能源投资有限公司
19216406,100%股权,中核华北新能源有限公司、中核西南新能源有限公司、中核国缆新能源投资有限公司
19216406,100%股权,中核华东新能源有限公司、中核华北新能源有限公司、中核西南新能源有限公司、中核西北新能源有限公司、中核国缆新能源投资有限公司
19216406,100%股权,中核华北新能源有限公司、中核西南新能源有限公司、中核国缆新能源投资有限公司
19216406,100%股权,中核华东新能源有限公司、中核华北新能源有限公司、中核西南新能源有限公司、中核西北新能源有限公司、中核国缆新能源投资有限公司
19216406,100%股权,中核华北新能源有限公司、中核西南新能源有限公司、中核国缆新能源投资有限公司
19213716,100%股权,标的公司的股权变更登记至盛讯达名下的相关工商变更登记手续完成之当日
19213716,100%股权,中联畅想（深圳）网络科技有限公司
19205795,80%股权,西周矿业、莱芜热电、莱州风电、聊城热电、莱芜电力、泰山电缆、泰丰钢业
19205795,80%股权,西周矿业、莱芜热电、莱州风电、聊城热电、莱芜电力、泰山电缆、泰丰钢业
19205795,75%股权,西周矿业、莱芜热电、莱州风电、聊城热电、莱芜电力、泰山电缆、泰丰钢业
19205795,98%股权,西周矿业、莱芜热电、莱州风电、聊城热电、莱芜电力、泰山电缆、泰丰钢业
19205795,15%股权,西周矿业、莱芜热电、莱州风电、聊城热电、莱芜电力、泰山电缆、泰丰钢业
19205795,20.75%股权,西周矿业、莱芜热电、莱州风电、聊城热电、莱芜电力、泰山电缆、泰丰钢业
19205795,11.01%股权,西周矿业、莱芜热电、莱州风电、聊城热电、莱芜电力、泰山电缆、泰丰钢业
19205538,100%股权,苏州波发特通讯技术股份有限公司
19198122,100%股权,北京新能源汽车股份有限公司
19198122,全部资产、负债、业务,北京新能源汽车股份有限公司
19197786,51%股权,柏克新能和精一规划
19197786,51%股权,柏克新能和精一规划
19197775,100%股权,世鼎生物技术（香港）有限公司，ShidingShengwuBiotechnology(HongKong)TradingLimited
19185646,51%股权,北京中科金财电子产品有限公司
19177080,10%的股权,成都蓉生，上海血制、武汉血制及兰州血制
19177080,100%的股权,成都蓉生，上海血制、武汉血制及兰州血制
19177080,100%的股权,成都蓉生，上海血制、武汉血制及兰州血制
19177080,100%的股权,成都蓉生，上海血制、武汉血制及兰州血制
19176792,100%股权,上海傲源医疗用品有限公司
19168796,49%的股权,山西中煤华晋能源有限责任公司
19164863,100%股权,AlphaFrontierLimited，一家注册于开曼群岛的公司
19164863,100%股权,安永出具的《ALPHAFRONTIERLIMITED备考财务报表审计报告》（报告编号：安永华明(2016)专字第60617954_B03号）
19164863,100%股权,安永出具的《ALPHAFRONTIERLIMITED备考财务报表审计报告》（报告编号：安永华明(2017)专字第60617954_B05号、安永华明(2017)专字第60617954_B07号、安永华明(2017)专字第60617954_B09号、安永华明(2017)专字第60617954_B12号）
19164791,100%股权,厦门天马、天马有机发光
19164791,60%股权,厦门天马、天马有机发光
19164019,100%股权,上海礼多多电子商务股份有限公司
19163791,100.00%股权,广东唯一网络科技有限公司，曾用名“东莞市唯一网络科技有限公司”
19163673,100%的股权,上海星泓、闵祥地产等24家公司；新元房产
19163673,100%的股权,上海星泓、闵祥地产等24家公司；新元房产
19163673,100%的股权,上海星泓、闵祥地产等24家公司；新元房产
19163673,100%的股权,上海星泓、闵祥地产等24家公司；新元房产
19163673,100%的股权,上海星泓、闵祥地产等24家公司；新元房产
19163673,100%的股权,上海星泓、闵祥地产等24家公司；新元房产
19163673,100%的股权,上海星泓、闵祥地产等24家公司；新元房产
19163673,70%的股份,上海星泓、闵祥地产等24家公司；新元房产
19163673,60%的股份,上海星泓、闵祥地产等24家公司；新元房产
19163673,60%的股份,上海星泓、闵祥地产等24家公司；新元房产
19163673,60%的股份,上海星泓、闵祥地产等24家公司；新元房产
19163673,50%的股份,上海星泓、闵祥地产等24家公司；新元房产
19163673,50%的股份,上海星泓、闵祥地产等24家公司；新元房产
19163673,100%的股权,上海星泓、闵祥地产等24家公司；新元房产
19163673,100%的股份,上海星泓、闵祥地产等24家公司；新元房产
19163673,100%的股份,上海星泓、闵祥地产等24家公司；新元房产
19163673,55%的股份,上海星泓、闵祥地产等24家公司；新元房产
19163673,100%的股份,上海星泓、闵祥地产等24家公司；新元房产
19163673,65%的股份,上海星泓、闵祥地产等24家公司；新元房产
19163673,100%的股份,上海星泓、闵祥地产等24家公司；新元房产
19163673,100%的股份,上海星泓、闵祥地产等24家公司；新元房产
19163673,66%的股份,上海星泓、闵祥地产等24家公司；新元房产
19163673,50%的股份,上海星泓、闵祥地产等24家公司；新元房产
19163673,50%的股份,上海星泓、闵祥地产等24家公司；新元房产
19163673,100%股权,上海星泓、闵祥地产等24家公司；新元房产
18892265,100%股权,广州市奥威亚电子科技有限公司
18892265,与氟化工相关的部分资产,广州市奥威亚电子科技有限公司
18888513,80%股权,西周矿业、莱芜热电、莱州风电、聊城热电、莱芜电力、泰山电缆、泰丰钢业
18888513,80%股权,西周矿业、莱芜热电、莱州风电、聊城热电、莱芜电力、泰山电缆、泰丰钢业
18888513,75%股权,西周矿业、莱芜热电、莱州风电、聊城热电、莱芜电力、泰山电缆、泰丰钢业
18888513,98%股权,西周矿业、莱芜热电、莱州风电、聊城热电、莱芜电力、泰山电缆、泰丰钢业
18888513,15%股权,西周矿业、莱芜热电、莱州风电、聊城热电、莱芜电力、泰山电缆、泰丰钢业
18888513,20.75%股权,西周矿业、莱芜热电、莱州风电、聊城热电、莱芜电力、泰山电缆、泰丰钢业
18888513,11.01%股权,西周矿业、莱芜热电、莱州风电、聊城热电、莱芜电力、泰山电缆、泰丰钢业
18888411,100%股份,淮北矿业股份有限公司
18888400,49%的股权,山西中煤华晋能源有限责任公司
18884012,83.74%股权,大信会计师事务所（特殊普通合伙）
18884012,83.74%股权,博爱新开源生物科技有限公司
18881058,27.20%股权,北京中海沃邦能源投资有限公司
18876930,100%股权,上海共创信息技术股份有限公司
18875263,100.00%股权,广东唯一网络科技有限公司，曾用名“东莞市唯一网络科技有限公司”
18875180,100%的股权,上海运能能源科技有限公司
18872935,100%股权,悦凯影视、宏宇天润
18872935,100%股权,悦凯影视、宏宇天润
18872745,100%股权,杭州信立传媒广告有限公司
18872318,100%股权,注入苏盐集团食盐经营相关业务后的苏盐连锁及南通盐业
18872318,51%股权,注入苏盐集团食盐经营相关业务后的苏盐连锁及南通盐业
18872287,100%的股权,成都赛英科技有限公司
18869548,100%的股权,上海傲源医疗用品有限公司
18860537,100%股权,合肥瑞成及香港瑞控
18860537,16%股权,合肥瑞成及香港瑞控
18857010,100%股权,装备卢森堡100%股权，桂林橡机、益阳橡机主要经营性资产及负债，三明化机、华橡自控生产相关的土地、房产、设备等
18857010,主要经营性资产及负债,装备卢森堡100%股权，桂林橡机、益阳橡机主要经营性资产及负债，三明化机、华橡自控生产相关的土地、房产、设备等
18857010,主要经营性资产及负债,装备卢森堡100%股权，桂林橡机、益阳橡机主要经营性资产及负债，三明化机、华橡自控生产相关的土地、房产、设备等
18857010,生产相关的土地、房产、设备等,装备卢森堡100%股权，桂林橡机、益阳橡机主要经营性资产及负债，三明化机、华橡自控生产相关的土地、房产、设备等
18857010,生产相关的土地、房产、设备等,装备卢森堡100%股权，桂林橡机、益阳橡机主要经营性资产及负债，三明化机、华橡自控生产相关的土地、房产、设备等
18856092,100%股权,青海明胶有限责任公司、青海明诺胶囊有限公司、广东明洋明胶有限责任公司、柳州市宏升胶原蛋白肠衣有限公司
18856092,100%股权,青海明胶有限责任公司、青海明诺胶囊有限公司、广东明洋明胶有限责任公司、柳州市宏升胶原蛋白肠衣有限公司
18856092,67.03%股权,青海明胶有限责任公司、青海明诺胶囊有限公司、广东明洋明胶有限责任公司、柳州市宏升胶原蛋白肠衣有限公司
18856092,100%股权,青海明胶有限责任公司、青海明诺胶囊有限公司、广东明洋明胶有限责任公司、柳州市宏升胶原蛋白肠衣有限公司
18851001,100%股权,开封制药（集团）有限公司
18849978,100%股权,彩虹无人机科技有限公司和航天神舟飞行器有限公司
18849978,84%股权,彩虹无人机科技有限公司和航天神舟飞行器有限公司
18849946,100%股权,北京麟游互动科技有限公司
18845564,100%股权,深圳市君天恒讯科技有限公司
18845337,49.22%股权,陕西龙门教育科技股份有限公司，在全国中小企业股份转让系统有限责任公司挂牌，证券简称“龙门教育”，证券代码：838830
18844359,95.3235%的股权,宁波科诺铝业股份有限公司，股票代码：832210.OC
18840070,75%股权,深圳爱尔创科技股份有限公司
18839869,55%股权,安徽中旭建设股份有限公司
18839439,100%股权,北京小子科技有限公司
18838597,95.7123%股份,上海光裕汽车空调压缩机股份有限公司，股票代码：836748
18833942,89.38%的股权,上海盛蔚矿业投资有限公司
18833464,67.9072%的股权,江西合纵锂业科技有限公司，由宜春合纵锂业科技有限公司更名而来
18832973,100%股权,北京神州视翰科技股份有限公司
18832971,77.57%股权,成都哆可梦网络科技有限公司
18832561,45.62%股权,上海海兰劳雷海洋科技有限公司
18820414,100%股权,天津安埔胜利石油工程技术有限公司
18779093,100%的股权,和谐明芯（义乌）光电科技有限公司
18773739,100%股权,三六零科技股份有限公司
18773739,100%股权,天津奇信志成科技有限公司、周鸿祎等42名三六零科技股份有限公司的股东
18773739,100%股权,指
18761453,100%股权,浙江盾安新能源股份有限公司
18761106,100%股份,淮北矿业股份有限公司
18761029,84.07%股权,深圳市中兴物联科技有限公司
18760615,100%股权,金艺珠宝、捷夫珠宝、臻宝通、贵天钻石
18760615,100%股权,金艺珠宝、捷夫珠宝、臻宝通、贵天钻石
18760615,99.06%股权,金艺珠宝、捷夫珠宝、臻宝通、贵天钻石
18760615,49%股权,金艺珠宝、捷夫珠宝、臻宝通、贵天钻石
18760484,100%股权,远东通信、中网华通、华通天畅、电科导航、东盟导航
18760484,57.7436%股权,远东通信、中网华通、华通天畅、电科导航、东盟导航
18760484,100%股权,远东通信、中网华通、华通天畅、电科导航、东盟导航
18760484,100%股权,远东通信、中网华通、华通天畅、电科导航、东盟导航
18760484,70%股权,远东通信、中网华通、华通天畅、电科导航、东盟导航
18754790,75%股权,深圳爱尔创科技股份有限公司
18303755,80%股权,PolymetrixHoldingAG
18298205,100%股权,上海共创信息技术股份有限公司
18298118,100%股权,分立后存续的北京石油化工工程有限公司
18297953,100%股权,恒鸿达科技有限公司，曾用名福建三元达软件有限公司
18297580,100%股权,深圳光启尖端技术有限责任公司
18297515,100%的股权,《成都业康置业有限公司审计报告》（XYZH/2017CDA30322）
18297515,100%的股权,成都业康置业有限公司
18291650,100%股权,浙江旺能环保股份有限公司
18291650,构成印染业务的全部资产和负债,浙江旺能环保股份有限公司
18291608,100%股权,匠芯知本（上海）科技有限公司
18290748,100%股权,沈阳飞机工业（集团）有限公司
18290748,除上海航空特种车辆有限责任公司66.61%股权外的全部资产及负债,沈阳飞机工业（集团）有限公司
18286318,100.00%股权,广东启行教育科技有限公司
